Planet Name,Host Name,Planet Letter,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Solution Type,Orbital Period [days],Planet Radius [Earth Radius],Planet Mass [Earth Mass],Planet Mass*sin(i) [Earth Mass],Planet Mass*sin(i)/sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) Provenance,Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Time Reference Frame and Standard,Ratio of Planet to Stellar Radius,Epoch of Periastron [days],Argument of Periastron [deg],Radial Velocity Amplitude [m/s],Projected Obliquity [deg],True Obliquity [deg],Spectral Type,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Metallicity [dex],Stellar Metallicity Ratio,Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],Stellar Rotational Velocity [km/s],Stellar Rotational Period [days],Systemic Radial Velocity [km/s],Distance [pc],Parallax [mas],B (Johnson) Magnitude,V (Johnson) Magnitude,J (2MASS) Magnitude,H (2MASS) Magnitude,Ks (2MASS) Magnitude,u (Sloan) Magnitude,g (Sloan) Magnitude,r (Sloan) Magnitude,i (Sloan) Magnitude,z (Sloan) Magnitude,W1 (WISE) Magnitude,W2 (WISE) Magnitude,W3 (WISE) Magnitude,W4 (WISE) Magnitude,Gaia Magnitude
Kepler-189 c,Kepler-189,c,1,2,0,0,Transit,Published Confirmed,20.135,2.4,22.7,,,22.7,Mass,,,,,,,,,,,,,,0.76,0.84,,,,,,,,,,591.534,1.66183,16.113,14.971,13.408,12.941,12.921,,,,,,12.862,12.911,12.675,9.405,14.8213
Kepler-189 c,Kepler-189,c,1,2,0,0,Transit,Published Confirmed,20.13488968,2.95,,,,,,,,,,JD,0.03406,,,,,,,5169.0,0.8,0.83,-0.02,[Fe/H],,4.57,5.13,,,,,591.534,1.66183,16.113,14.971,13.408,12.941,12.921,,,,,,12.862,12.911,12.675,9.405,14.8213
Kepler-1890 b,Kepler-1890,b,1,1,0,0,Transit,Published Confirmed,4.82059002,0.869,,,,,,,,,,,,,,,,,,6046.0,1.4,1.02,-0.16,[Fe/H],,4.16,,0.0635,,,,529.596,1.85971,13.424,12.916,11.851,11.616,11.566,,,,,,11.478,11.502,11.386,9.026,12.779
Kepler-1891 b,Kepler-1891,b,1,1,0,0,Transit,Published Confirmed,4.02229023,1.521,,,,,,,,,,,,,,,,,,5516.0,0.83,0.87,-0.14,[Fe/H],,4.54,,18.27,,,,596.24,1.64841,15.429,14.412,12.972,12.648,12.538,,,,,,12.514,12.541,12.26,8.978,14.2754
Kepler-1892 b,Kepler-1892,b,1,1,0,0,Transit,Published Confirmed,6.33123016,1.837,,,,,,,,,,,,,,,,,,5383.0,0.76,0.85,-0.22,[Fe/H],,4.6,,2.8491,,,,851.595,1.14683,17.066,15.592,14.065,13.567,13.563,,,,,,13.516,13.726,12.661,8.898,15.4008
Kepler-1893 b,Kepler-1893,b,1,1,0,0,Transit,Published Confirmed,4.17936993,1.706,,,,,,,,,,,,,,,,,,5633.0,1.16,0.97,0.16,[Fe/H],,4.3,,1.6946,,,,1050.72,0.923566,16.193,15.152,13.586,13.206,13.104,,,,,,13.097,13.158,12.431,9.254,14.8964
Kepler-1894 b,Kepler-1894,b,1,2,0,0,Transit,Published Confirmed,2.76266003,1.201,,,,,,,,,,,,,,,,,,5772.0,0.9,1.0,0.0,[Fe/H],,4.53,,2.8523,,,,935.191,1.04108,14.667,15.452,14.078,13.761,13.648,,,,,,13.593,13.687,12.685,9.206,15.3627
Kepler-1894 c,Kepler-1894,c,1,2,0,0,Transit,Published Confirmed,5.05375004,1.589,,,,,,,,,,,,,,,,,,5772.0,0.9,1.0,0.0,[Fe/H],,4.53,,1.7297,,,,935.191,1.04108,14.667,15.452,14.078,13.761,13.648,,,,,,13.593,13.687,12.685,9.206,15.3627
Kepler-1895 b,Kepler-1895,b,1,1,0,0,Transit,Published Confirmed,6.07029009,2.119,,,,,,,,,,,,,,,,,,5076.0,0.76,0.86,0.1,[Fe/H],,4.6,,15.9633,,,,984.187,0.987828,16.841,15.787,13.992,13.47,13.441,,,,,,13.274,13.261,11.792,9.253,15.4813
Kepler-1896 b,Kepler-1896,b,1,1,0,0,Transit,Published Confirmed,44.87020111,3.099,,,,,,,,,,,,,,,,,,6122.0,1.0,1.07,-0.1,[Fe/H],,4.47,,4.0619,,,,1732.91,0.548579,16.548,15.844,14.548,14.211,14.165,,,,,,14.148,14.155,12.775,9.208,15.7001
Kepler-1896 b,Kepler-1896,b,1,1,0,0,Transit,Published Confirmed,44.86884988,,,,,,,,,,,BJD,,,,,,,,5932.0,1.16,1.08,,,0.174,4.35,,0.9843,,,,1732.91,0.548579,16.548,15.844,14.548,14.211,14.165,,,,,,14.148,14.155,12.775,9.208,15.7001
Kepler-1897 b,Kepler-1897,b,1,1,0,0,Transit,Published Confirmed,24.22047026,,,,,,,,,,,BJD,,,,,,,,4962.0,0.86,0.82,,,-0.39,4.48,,1.7937,,,,983.174,0.990102,16.145,16.01,14.437,14.012,13.714,,,,,,13.683,13.798,12.477,8.826,16.0047
Kepler-1897 b,Kepler-1897,b,1,1,0,0,Transit,Published Confirmed,24.22030067,2.814,,,,,,,,,,,,,,,,,,5165.0,0.76,0.86,0.02,[Fe/H],,4.6,,6.2847,,,,983.174,0.990102,16.145,16.01,14.437,14.012,13.714,,,,,,13.683,13.798,12.477,8.826,16.0047
Kepler-1898 b,Kepler-1898,b,1,1,0,0,Transit,Published Confirmed,4.76562023,0.934,,,,,,,,,,,,,,,,,,5702.0,1.12,0.84,-0.28,[Fe/H],,4.26,,3.7563,,,,360.921,2.74181,14.213,13.387,11.989,11.603,11.532,,,,,,11.477,11.544,11.839,8.94,13.1697
Kepler-1899 b,Kepler-1899,b,1,1,0,0,Transit,Published Confirmed,4.0957799,1.551,,,,,,,,,,,,,,,,,,4791.0,0.74,0.76,0.07,[Fe/H],,4.58,,2.2993,,,,711.509,1.3779,17.39,16.136,14.246,13.735,13.697,19.2496,16.8529,15.8563,15.5267,15.3414,13.621,13.775,12.973,9.333,15.9493
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,9.28696883,2.2,,,,,,,,,,JD,0.02394,,,,,,,5613.0,0.84,0.92,-0.16,[Fe/H],,4.55,1.58,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,9.28697348,,,,,,,,,,,BJD,,,,,,,,5511.0,0.91,0.97,-0.12,[M/H],-0.161,4.5,,1.7983,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,9.28699,2.209,6.1,,,6.1,Mass,3.1,0.41,87.6,851.0,BJD-TDB,,,,2.13,,,,5541.0,0.86,0.94,-0.13,[Fe/H],,,1.9,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,,2.296,,,,,,,,93.54,,,,,,,,,,5520.0,0.88,,,,,,,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,9.2869944,2.209,20.3,,,20.3,Mass,10.4,0.0,,,BJD,0.02379,,,,,,,5541.0,0.85,0.94,-0.13,[Fe/H],,4.59,1.9,,2.0,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 b,Kepler-19,b,1,3,0,0,Transit,Published Confirmed,9.28716,,8.4,,,8.4,Mass,,0.12,,,,,,59.1,,,,,5544.0,0.86,0.94,-0.08,[Fe/H],,4.51,1.9,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 c,Kepler-19,c,1,3,0,0,Transit Timing Variations,Published Confirmed,28.731,,13.1,,,13.1,Mass,,0.21,,,,,,23.8,,,,,5544.0,0.86,0.94,-0.08,[Fe/H],,4.51,1.9,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 c,Kepler-19,c,1,3,0,0,Transit Timing Variations,Published Confirmed,160.0,,1906.9,,,1906.9,Mass,,,,,,,,,,,,,5541.0,0.85,0.94,-0.13,[Fe/H],,4.59,1.9,,2.0,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-19 d,Kepler-19,d,1,3,0,0,Radial Velocity,Published Confirmed,62.95,,22.5,,,22.5,Mass,,0.05,,,,,,55.2,,,,,5544.0,0.86,0.94,-0.08,[Fe/H],,4.51,1.9,,,,,218.562,4.54651,12.878,12.035,10.719,10.375,10.318,15.0631,12.5976,11.9559,11.7733,12.9977,10.29,10.331,10.226,9.293,11.8763
Kepler-190 b,Kepler-190,b,1,2,0,0,Transit,Published Confirmed,2.02000102,1.48,,,,,,,,,,JD,0.01663,,,,,,,5173.0,0.8,0.86,0.02,[Fe/H],,4.57,3.72,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 b,Kepler-190,b,1,2,0,0,Transit,Published Confirmed,2.019999,1.56,,,,,,,,,,BJD,,,,,,,,5106.0,0.8,,,,,4.56,,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 b,Kepler-190,b,1,2,0,0,Transit,Published Confirmed,,1.399,,,,,,,,417.24,,,,,,,,,,5138.0,0.76,,,,,,,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 b,Kepler-190,b,1,2,0,0,Transit,Published Confirmed,2.01998259,,,,,,,,,,,BJD,,,,,,,,5088.0,0.77,0.85,,,-0.441,4.59,,2.5748,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 b,Kepler-190,b,1,2,0,0,Transit,Published Confirmed,2.02000128,,,,,,,,,,,BJD,,,,,,,,5088.0,0.77,0.85,,,-0.441,4.59,,2.5748,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 c,Kepler-190,c,1,2,0,0,Transit,Published Confirmed,3.76303652,,,,,,,,,,,BJD,,,,,,,,5088.0,0.77,0.85,,,-0.441,4.59,,2.5748,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 c,Kepler-190,c,1,2,0,0,Transit,Published Confirmed,3.763024,1.46,,,,,,,,,,BJD,,,,,,,,5106.0,0.8,,,,,4.56,,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 c,Kepler-190,c,1,2,0,0,Transit,Published Confirmed,3.76304236,1.48,,,,,,,,,,JD,0.01705,,,,,,,5173.0,0.8,0.86,0.02,[Fe/H],,4.57,3.72,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 c,Kepler-190,c,1,2,0,0,Transit,Published Confirmed,3.76303738,,,,,,,,,,,BJD,,,,,,,,5088.0,0.77,0.85,,,-0.441,4.59,,2.5748,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-190 c,Kepler-190,c,1,2,0,0,Transit,Published Confirmed,,1.565,,,,,,,,181.7,,,,,,,,,,5138.0,0.76,,,,,,,,,,,433.387,2.27854,15.423,14.336,12.728,12.279,12.231,,,,,,12.198,12.249,12.279,9.326,14.1175
Kepler-1900 b,Kepler-1900,b,1,1,0,0,Transit,Published Confirmed,2.9862299,1.623,,,,,,,,,,,,,,,,,,6173.0,1.04,1.1,-0.04,[Fe/H],,4.45,,0.9128,,,,1540.43,0.621043,16.324,15.502,14.177,13.837,13.815,,,,,,13.692,13.669,12.788,9.445,15.2816
Kepler-1901 b,Kepler-1901,b,1,1,0,0,Transit,Published Confirmed,3.48412991,1.474,,,,,,,,,,,,,,,,,,5696.0,0.92,1.02,0.14,[Fe/H],,4.52,,10.4217,,,,1028.37,0.94394,15.89,15.097,13.756,13.481,13.31,,,,,,13.283,13.304,12.281,9.448,14.9006
Kepler-1902 b,Kepler-1902,b,1,1,0,0,Transit,Published Confirmed,3.82222009,1.176,,,,,,,,,,,,,,,,,,3729.0,0.51,0.52,0.06,[Fe/H],,4.73,,1.677,,,,344.337,2.87682,17.423,16.113,13.463,12.79,12.677,,,,,,,,,,15.662
Kepler-1903 b,Kepler-1903,b,1,1,0,0,Transit,Published Confirmed,17.0678997,2.286,,,,,,,,,,,,,,,,,,6347.0,1.0,1.05,-0.34,[Fe/H],,4.46,,0.6773,,,,1775.44,0.534061,15.98,15.456,14.315,14.049,13.98,,,,,,13.963,14.018,13.341,9.89,15.3413
Kepler-1904 b,Kepler-1904,b,1,1,0,0,Transit,Published Confirmed,4.57702017,1.39,,,,,,,,,,,,,,,,,,3805.0,0.5,0.53,-0.1,[Fe/H],,4.77,,41.3798,,,,270.854,3.66345,18.572,16.367,13.523,12.922,12.752,,,,,,12.623,12.56,12.328,9.536,15.7421
Kepler-1905 b,Kepler-1905,b,1,1,0,0,Transit,Published Confirmed,3.42392993,1.446,,,,,,,,,,,,,,,,,,5788.0,1.01,1.04,0.16,[Fe/H],,4.44,,5.0163,,,,1051.53,0.922844,15.964,15.086,13.862,13.488,13.487,,,,,,13.44,13.502,12.714,9.643,14.9902
Kepler-1906 b,Kepler-1906,b,1,1,0,0,Transit,Published Confirmed,7.36268997,2.776,,,,,,,,,,,,,,,,,,5868.0,0.89,0.99,-0.12,[Fe/H],,4.53,,25.488,,,,1360.63,0.70718,15.431,15.322,13.806,13.475,13.41,,,,,,13.369,13.414,12.893,9.224,14.9602
Kepler-1907 b,Kepler-1907,b,1,2,0,0,Transit,Published Confirmed,5.65245008,0.87,,,,,,,,,,,,,,,,,,5159.0,0.8,0.75,-0.16,[Fe/H],,4.51,,0.6261,,,,292.111,3.39447,14.924,13.989,12.268,11.809,11.726,,,,,,11.675,11.721,11.267,9.428001,13.7309
Kepler-1907 c,Kepler-1907,c,1,2,0,0,Transit,Published Confirmed,14.86390018,1.155,,,,,,,,,,,,,,,,,,5159.0,0.8,0.75,-0.16,[Fe/H],,4.51,,0.0855,,,,292.111,3.39447,14.924,13.989,12.268,11.809,11.726,,,,,,11.675,11.721,11.267,9.428001,13.7309
Kepler-1909 b,Kepler-1909,b,1,1,0,0,Transit,Published Confirmed,2.39160991,1.092,,,,,,,,,,,,,,,,,,4935.0,0.69,0.66,-0.42,[Fe/H],,4.59,,2.652,,,,763.662,1.28138,16.994,15.933,14.223,13.649,13.558,,,,,,13.509,13.532,11.997,9.218,15.7907
Kepler-191 b,Kepler-191,b,1,3,0,0,Transit,Published Confirmed,9.93970078,,,,,,,,,,,BJD,,,,,,,,5144.15,0.78,0.87,0.13,[M/H],-0.414,4.59,,2.5725,,,,594.464,1.65359,15.884,14.987,13.42,12.959,12.883,,,,,,12.809,12.87,12.599,8.391,14.7758
